nid;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167
10036;64006;62000;60878;60398;60217;60012;60536;63494;68519;76087;85503;94155;100023;101903;101121;98461;94961;90603;86092;82768;81706;78964;74230;68854;64630;62176;60886;60398;60288;59055;57216;56689;57218;58013;58940;56072;56670;56740;56258;55730;55662;56703;59368;63547;68586;70178;69150;66638;64018;62200;61168;60718;60610;60342;60937;64320;70136;78798;89365;99345;106051;108275;107399;104571;100789;96026;90955;87125;85708;82662;77650;71760;66516;63066;61334;60782;60614;60400;60949;64146;69645;77963;87979;97901;104657;106465;105169;102167;98740;94683;90790;88367;87916;84690;79068;72596;67076;63536;61570;60398;60634;63034;68494;78146;91896;109810;129706;97715;91208;92033;90199;86659;82399;77745;73045;68173;64429;62097;60504;59631;59027;59047;59254;59537;60201;60470;61197;62706;65250;68642;72392;76074;79442;82264;84204;85326;85816;85914;85948;85918;85488;83666;80158;75114;69766;65282;62232;60670;60142;60136;60468;61514;63206;65504;68064;70836;73764;77242;80910;84172;86042;85988;84366;81518;78294;74686;70816;67078
10037;75046;75652;75903;75977;76074;76114;75710;74564;73190;71837;70570;69340;68403;67752;67165;66608;66290;66518;67262;68311;69653;70967;72293;73598;74782;75527;75890;75920;75994;76034;75597;74458;72985;71631;70309;69107;68174;67454;66739;66124;65665;65648;66169;67378;68592;69982;71502;73108;74516;75429;75864;75920;76019;76080;75721;74644;73312;71973;70715;69423;68411;67649;66968;66252;65802;65844;66438;67441;68576;69903;71383;73001;74444;75385;75847;75920;76042;76151;75887;74902;73599;72246;70909;69672;68748;68019;67324;66602;66119;66169;66711;67630;68805;70009;71457;72960;74335;75302;75788;75920;76031;76196;75963;75187;74081;72848;71649;70527;69620;68900;68244;67570;67064;66972;67420;68155;69033;69932;71019;72092;73216;74257;75113;75722;76077;76329;76328;76085;75619;75078;74438;73785;73103;72555;71935;71408;70959;70755;70712;70705;70879;71304;71948;72698;73566;74276;74933;75489;75890;76134;76249;76129;75889;75669;75319;74888;74424;73867;73012;72079;71349;71000;71143;71466;71996;72581;73291;74227
10038;49040;49273;49547;50244;51445;54217;63601;82483;112383;163744;214982;253696;276630;284090;280153;267343;244955;207422;151722;101976;69637;55783;51551;50488;50040;49507;49832;50778;52429;56124;66956;87804;119603;169480;219110;257354;280452;288290;284916;271895;249942;213431;157136;105847;72152;56873;51927;50630;50146;49346;49312;49701;50726;53581;64639;87267;121044;172311;223181;260601;282681;289503;285361;272554;250472;212961;156320;104493;70494;55771;51041;50279;49968;49334;49430;49862;50832;53967;65446;88211;121411;169998;220189;258572;281806;289191;285195;272040;248982;211777;156344;106180;72444;57051;51847;50632;50296;49479;49372;49729;50745;53617;64067;84860;114831;158873;204907;240691;261940;267853;262889;249337;227993;195309;149379;108265;78992;62988;54116;48797;48601;48380;48418;48647;49013;49682;50702;52500;54878;58581;63463;68273;71307;72019;69893;66571;62495;58424;54376;51308;49132;47924;47348;47320;47583;47951;48409;48838;49204;49719;50274;51101;52272;54066;56159;57951;59102;58940;57974;56891;55689;54173;52148;49839;48346;47931;48195;48683
10039;97122;98136;98639;98923;99296;99142;97776;95518;93064;90367;87582;85059;83240;82201;81316;80822;80731;81698;83633;85977;88331;90501;92716;94842;96788;98096;98664;98831;99091;98931;97546;95196;92696;89871;86988;84436;82577;81342;80390;79833;79845;80688;82603;84903;87255;89489;91862;94275;96434;97957;98551;98809;99141;99081;97694;95315;92786;90126;87318;84775;82886;81554;80679;80226;80310;81412;83347;85844;88279;90417;92400;94449;96413;97893;98562;98809;99179;99183;97786;95403;92881;90144;87358;84793;82998;81929;81211;80815;80975;81958;83729;85944;88117;90097;92126;94172;96247;97786;98511;98809;99259;99259;98144;96130;93967;91445;88516;85970;84227;83174;82228;81567;81272;81875;83410;85314;87363;89150;90961;92841;94437;96066;97482;98614;99252;99485;99326;98756;97828;96765;95455;94032;92660;91243;89718;88397;87597;87394;87869;88653;89554;90573;91841;93209;94513;95793;97024;98105;98755;98968;98891;98560;97958;97198;96393;95450;94427;93149;91369;89749;88630;88495;89150;90312;91592;92851;94238;95707
10040;86218;87185;87591;87612;87542;86661;83718;79079;74101;68847;64851;61675;59523;58165;57280;57099;57938;60191;63847;68288;72552;76108;79246;81965;84343;86189;87488;88431;89313;88961;85492;79510;73155;67967;63889;60637;58352;56879;56004;55826;56550;58646;62084;66375;70712;74551;78067;81266;84023;86075;87400;88455;89447;89158;85753;79906;73444;67965;63717;60435;58266;56827;56020;55999;56869;59024;62469;66780;71191;74929;78318;81409;84126;86104;87431;88536;89611;89365;85884;79974;73737;68491;64367;61140;58867;57426;56472;56258;57008;59016;62295;66535;70728;74372;77667;80771;83575;85726;87259;88607;89779;89710;86605;81259;75689;70949;67107;64107;62184;60923;60234;60271;61121;63132;66286;70063;73655;76812;79708;82295;84299;85830;87052;87871;88240;88042;87329;86234;85112;83825;82312;80785;79515;78492;77598;76984;76812;77136;77884;78875;79861;80980;82266;83552;84770;85913;86953;87783;88224;88234;87845;87168;86323;85184;83751;82245;80992;79869;78774;77956;77642;77953;78733;79807;80940;82120;83469;84871
10044;90689;90469;90420;90477;90637;91459;94748;100802;107851;114779;121357;127498;131864;133674;132649;129068;123689;117498;110954;104436;99064;95394;93010;91626;90910;90578;90429;90420;90565;91353;94874;101503;109251;116536;124083;131192;136127;137771;136026;131727;126076;119732;112803;105665;99718;95577;92961;91570;90939;90582;90337;90276;90420;91228;94615;100918;108160;115022;121587;127724;132011;133692;132502;128992;124027;118262;111785;105030;99396;95515;93023;91625;90952;90595;90409;90420;90595;91432;95028;101682;109428;117075;123798;130081;134798;136650;135405;131764;126670;120415;113702;106579;100444;96110;93303;91777;90989;90558;90371;90420;90690;91611;94944;101106;108234;115122;121945;128386;132821;134161;132126;127565;121873;116030;110198;104461;99631;96041;93368;91427;90776;90511;90394;90396;90478;90731;91500;92749;94305;96075;97990;99952;101482;102191;102093;101391;100339;99047;97504;95725;94050;92704;91567;90732;90236;90071;90079;90093;90209;90450;90855;91479;92283;93266;94442;95563;96455;96920;96955;96700;96214;95595;94811;93873;92979;92210;91603;91083
10065;90689;90469;90420;90477;90637;91459;94748;100802;107851;114779;121357;127498;131864;133674;132649;129068;123689;117498;110954;104436;99064;95394;93010;91626;90910;90578;90429;90420;90565;91353;94874;101503;109251;116536;124083;131192;136127;137771;136026;131727;126076;119732;112803;105665;99718;95577;92961;91570;90939;90582;90337;90276;90420;91228;94615;100918;108160;115022;121587;127724;132011;133692;132502;128992;124027;118262;111785;105030;99396;95515;93023;91625;90952;90595;90409;90420;90595;91432;95028;101682;109428;117075;123798;130081;134798;136650;135405;131764;126670;120415;113702;106579;100444;96110;93303;91777;90989;90558;90371;90420;90690;91611;94944;101106;108234;115122;121945;128386;132821;134161;132126;127565;121873;116030;110198;104461;99631;96041;93368;91427;90776;90511;90394;90396;90478;90731;91500;92749;94305;96075;97990;99952;101482;102191;102093;101391;100339;99047;97504;95725;94050;92704;91567;90732;90236;90071;90079;90093;90209;90450;90855;91479;92283;93266;94442;95563;96455;96920;96955;96700;96214;95595;94811;93873;92979;92210;91603;91083
10075;101900;101777;101768;101756;101774;102116;102824;103350;103114;100941;98155;96223;95175;94777;94123;93333;92765;93461;95344;97615;99511;100593;101307;101681;101793;101780;101777;101768;101801;101955;102618;103345;103555;102581;100719;99256;98739;98411;97657;96663;95879;95892;96696;97764;98671;99605;100494;101309;101687;101777;101753;101696;101666;101990;102728;103296;103109;100495;98322;96842;95998;95557;94971;94297;93789;94034;95120;96507;97839;99016;100168;101176;101687;101804;101789;101768;101762;102080;102877;103596;103680;102372;100166;98316;97070;96521;95945;95387;94960;95071;95936;97067;98092;99088;100118;101048;101599;101754;101786;101768;101806;102210;103120;104059;104483;102932;102147;101835;101736;101659;101364;100836;100237;100061;100456;101051;101493;101472;101270;101099;101138;101454;101604;101723;101988;102395;102975;103762;104948;106297;107471;108448;108975;108966;108556;107942;107221;106576;105822;104976;104057;102935;101689;100717;100319;100439;100756;101080;101372;101688;102014;102425;103021;103836;104656;105343;105768;105793;105527;105152;104712;104214;103658;103049;102646;102331;102143;102002
10128;101900;101777;101768;101756;101774;102116;102824;103350;103114;100941;98155;96223;95175;94777;94123;93333;92765;93461;95344;97615;99511;100593;101307;101681;101793;101780;101777;101768;101801;101955;102618;103345;103555;102581;100719;99256;98739;98411;97657;96663;95879;95892;96696;97764;98671;99605;100494;101309;101687;101777;101753;101696;101666;101990;102728;103296;103109;100495;98322;96842;95998;95557;94971;94297;93789;94034;95120;96507;97839;99016;100168;101176;101687;101804;101789;101768;101762;102080;102877;103596;103680;102372;100166;98316;97070;96521;95945;95387;94960;95071;95936;97067;98092;99088;100118;101048;101599;101754;101786;101768;101806;102210;103120;104059;104483;102932;102147;101835;101736;101659;101364;100836;100237;100061;100456;101051;101493;101472;101270;101099;101138;101454;101604;101723;101988;102395;102975;103762;104948;106297;107471;108448;108975;108966;108556;107942;107221;106576;105822;104976;104057;102935;101689;100717;100319;100439;100756;101080;101372;101688;102014;102425;103021;103836;104656;105343;105768;105793;105527;105152;104712;104214;103658;103049;102646;102331;102143;102002
10280;49040;49273;49547;50244;51445;54217;63601;82483;112383;163744;214982;253696;276630;284090;280153;267343;244955;207422;151722;101976;69637;55783;51551;50488;50040;49507;49832;50778;52429;56124;66956;87804;119603;169480;219110;257354;280452;288290;284916;271895;249942;213431;157136;105847;72152;56873;51927;50630;50146;49346;49312;49701;50726;53581;64639;87267;121044;172311;223181;260601;282681;289503;285361;272554;250472;212961;156320;104493;70494;55771;51041;50279;49968;49334;49430;49862;50832;53967;65446;88211;121411;169998;220189;258572;281806;289191;285195;272040;248982;211777;156344;106180;72444;57051;51847;50632;50296;49479;49372;49729;50745;53617;64067;84860;114831;158873;204907;240691;261940;267853;262889;249337;227993;195309;149379;108265;78992;62988;54116;48797;48601;48380;48418;48647;49013;49682;50702;52500;54878;58581;63463;68273;71307;72019;69893;66571;62495;58424;54376;51308;49132;47924;47348;47320;47583;47951;48409;48838;49204;49719;50274;51101;52272;54066;56159;57951;59102;58940;57974;56891;55689;54173;52148;49839;48346;47931;48195;48683
Manhattan;2078276;2057800;2050567;2050696;2056664;2075645;2144467;2290894;2511320;2835428;3212717;3565946;3814663;3927681;3932785;3848033;3688877;3438159;3101993;2762631;2496753;2325363;2214038;2139606;2090722;2061961;2051769;2052846;2060678;2080451;2149394;2296632;2520568;2839625;3210393;3554428;3801374;3911147;3913675;3828628;3673683;3435408;3114774;2787255;2527596;2353982;2236157;2154138;2098107;2064606;2051786;2051324;2058952;2080471;2154614;2311711;2547822;2888116;3284591;3649295;3906165;4019265;4020684;3935478;3777076;3524339;3182228;2833283;2557909;2374699;2249706;2162936;2102609;2066425;2052538;2052460;2059932;2081759;2156478;2312755;2544516;2869287;3252711;3611717;3866176;3975951;3973611;3886136;3730033;3486478;3160386;2829872;2566310;2389156;2265562;2176818;2112950;2071719;2053952;2051685;2060743;2084943;2157477;2306170;2528046;2841076;3208883;3487017;3704638;3800894;3786805;3688943;3533429;3318619;3047743;2777014;2556015;2398388;2279902;2184366;2132003;2093520;2068891;2056034;2054059;2059758;2077301;2112198;2166189;2241778;2334741;2432400;2513425;2567377;2594855;2599727;2584354;2547989;2492915;2427628;2363355;2303659;2245403;2190625;2144292;2108152;2080949;2062208;2053001;2052203;2058781;2076400;2107084;2154790;2219782;2293133;2351420;2403811;2441936;2464617;2465056;2438820;2388930;2325054;2263726;2209390;2158612;2113245
